Name,Price,Images,Details
Sauza Tres Generaciones Reposado Tequila,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2cb93ea-9131-46c4-acff-3c245b90a396.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d166b138-4958-4929-8c24-d5d35e619b46.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3b80dfce-c355-4202-a7da-454a19b8c2b2.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3fbf72c0-9e82-45f8-83d1-a66f53285a29.png","Tres Generaciones Reposado Tequila is a triple-distilled tequila made from 100% hand-selected blue agave. Tres Generaciones Reposado rests in American oak barrels for at least four months to deliver an initial spiciness of toasted oak with a background of herbs and fresh agave. This sweet and spicy tequila delivers a warm, dry finish with lingering white pepper. Whether enjoyed neat, on the rocks, or in classic cocktails, Tres Generaciones Reposado delivers sweet, spicy flavor in every sip. Combine with triple sec and lime juice for an elevated margarita, or enjoy simply with soda water and lime to experience the layered flavor this tequila offers. Each bottle of tequila is 40% alcohol by volume and should be enjoyed responsibly., • Triple-distilled, Tres Generaciones Tequila made from 100% hand-selected blue agave, • This reposado tequila rests in American oak barrels for at least four months, • Tres Generaciones Reposado Tequila features an initial spiciness of toasted oak and background of herbs and agave, • Enjoy sipping tequila neat, on the rocks or in cocktail drinks, • Tres Generaciones Reposado is an ideal liquor for making beverages such as a margarita"
"Wheatley Vodka Vodka, 1.75L Glass Bottle, 41% ABV",,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e664a115-97a5-46ac-ac65-8f905f1b2541.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_460497a4-b9cf-44e9-a725-10b444c0b9cc.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_109ed569-855f-49e8-b7ab-200b377b459c.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_30ecba4b-2aef-4534-bff4-37a416f0e7de.png","When you choose Wheatley Vodka, you choose a level of quality that sets it apart from the rest. This extraordinary craft vodka takes time to create, distilled 10 times over, resulting in an unparalleled smoothness that delivers a premium craft vodka experience with outstanding quality and taste. American made with American grain, Wheatley Vodka offers a premium experience distilled straight from the World’s Most Award-Winning Distillery. Whether you're enjoying a cocktail with a neighbor or kicking your boots up and savoring a quiet moment alone — Wheatley is a true American vodka that exceeds expectations."
Old Forester Whiskey Row Series: 1897 Bottled in Bond Kentucky Straight Bourbon Whisky,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf9d4983-c16f-46fd-a7d9-ed7aaad83780.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f1d3bdd4-6b65-46a3-864d-a69a4a1afabe.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d692fb1-3f79-44dd-91eb-f458d4eb8d0f.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7230321b-75a7-4e22-a84f-93960786f6e4.jpg","Old Forester 1897 Bottled in Bond Kentucky Straight Bourbon Whisky is the second member of the Old Forester Whisky Row Series, which invites bourbon lovers to taste their way through Old Forester history with each unique expression. This expression follows the Bottled in Bond standards of 1897 that state whisky must be aged in a federally bonded warehouse for at least four years. The resulting batch of Bottled in Bond bourbon is robust and intense with a big, bold finish. This 100 proof whisky boasts aromas of caramel with notes of rich vanilla, roasted coffee and mature oak for a mouth-filling, sweet bourbon. Try this alcohol in mixed drinks, like an Old Fashioned cocktail, enjoy it on the rocks or sip it neat from your favorite glass. Please Sip Responsibly."
Nikka Coffey Grain Japanese Whisky,,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cd4faac2-6272-4f22-8479-ae622af42107.png,"This Grain Whisky is distilled in a Coffey still, which is a very traditional and rare patent still Nikka imported from Scotland in 1963. The Coffey still produces a complex whisky with a mellow and sweet taste originating from the grain itself. Please enjoy the uniqueness of this whisky which Nikka offers to the connoisseurs. www.anchordistilling.com. Alc. 45%. Produced by The Nikka Whisky Distilling Co., Ltd., Japan."
Romana Sambuca Liqueur 750ml 84 Proof,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e8fd1e1-2e91-4e5e-bca7-2d656e0a81d8.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_75b2a2f5-0e3c-4c25-893c-f3956dbfc6c5.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac07d92a-8ec0-460e-8961-fbea39b6ff28.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73c8c818-4141-4e61-ae3e-7aec1f8e764a.jpg","Romana Liqueur is an elegant Italian classic crafted with tradition and care for a rich, refined flavor experience. Known for its smooth texture and aromatic depth, it offers notes of sweetness, spice, and herbal warmth that linger beautifully on the palate. Enjoyed neat, with coffee, or as part of sophisticated cocktails, Romana Liqueur brings authentic Italian character, timeless quality, and true sipping pleasure to every occasion."
Tanqueray London Dry Gin,$14.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6a459e0f-d28c-42ce-9976-329f204c4e9f.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4b4c4df6-f966-49ab-b840-72be02d19e4b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f5c4f5ad-dfb2-4537-929b-b9f3f8bc9b3f.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_800a9f98-cbf8-4e5c-8d84-efe9b1bb7561.jpg","Tanqueray London Dry Gin is made with an expertly crafted recipe that blends the four distinct botanicals of juniper, coriander, angelica, and licorice. The result is a perfectly balanced spirit that has a unique herbal quality and dry finish. Tanqueray London Dry Gin earned a Double Gold medal at the 2022 San Francisco World Spirits Competition and was crowned as the #1 Bartenders’ Choice of Spirit by the Drinks International Magazine Brands Report in 2023. The perfect inspiration for your own ingenious cocktails, pour our celebrated Tanqueray London Dry Gin over a liberal amount of ice in a wine glass, top up with premium tonic and garnish with a lime wedge for a refreshing-tasting gin and tonic. Includes one 94.6 proof 375 mL bottle of Tanqueray London Dry Gin. Please drink responsibly., • One 375 mL bottle of Tanqueray London Dry Gin, • Perfect inspiration for your own ingenious cocktails, • Developed over 180 years ago in Bloomsbury, London"
Slane Irish Whiskey,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_59d3f119-4efc-4ad7-b316-c5947abbf609.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_abe8ca6b-b718-4ad5-b1c1-d5b257db9933.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6947f90f-8884-4824-bcbf-519a0d9b8007.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_86bc4639-d70c-4c1a-a8b9-d86ec9e950c9.png","Slane Irish Whiskey Triple Casked Blend is a smooth and robust blended whiskey that delivers complexity in every sip. This Irish Whiskey liquor brings grain and malt whiskeys together through the distinctive flavors of three casks. With notes of vanilla, banana, butterscotch, dried stone fruits, subtle baking spice, and a lingering finish of caramelized wood sugar, each sip takes you on a sensory journey that allows you to uncover the subtle layers of this whiskey’s complex character. When you feel like trying something new or want to expand your whiskey palate, you can enjoy this alcohol liquor neat in your favorite whiskey glass, or mix it into a delicious cocktail like the Slane Cold Brew, Espresso Martini, or River Boyne Fizz. Blending old traditions with modern innovation for Irish Whiskey amplified. Honor The Legacy. Sip Responsibly."
-196 Vodka Seltzer Variety Pack,$18.76,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af9216e4-2fdf-4ec3-92f0-95bd676033f5.jpeg,"-196 Vodka Seltzer is a bold, premium offering for spirit seltzer lovers. This 8-pack features the distinctive, tart flavor profile Suntory Global Spirits customers love, while offering a natural-tasting whole fruit flavor. These ready-to-drink beverages are best enjoyed chilled. -196 Vodka Seltzer delivers a refreshing burst of flavor, best shared with friends or alone. Created using unique Freeze Crush Infusion technology (FCI), we freeze real whole fruit at -196 degrees Celsius, crush and infuse the fruit with premium vodka. This unique method captures the zingy sweetness that gives this canned spirit its mouth-watering flavor., • Inspired by Suntory's #1 Best-Selling Ready-To-Drink beverage in Japan, • Made with whole fruit flavor, premium vodka, and natural sweetener, • Clean, mouthwatering finish, • -196 Vodka Seltzer is best served ice cold"
Free Af Drinks Company Apero Spritz Non-Alcoholic Cocktail With Afterglow 4 Pack,$14.49,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ce51a5a-b37c-45e4-9d2f-6bc78deec30b.png,"FAMILIAR FLAVORS I Non-alcoholic expressions of your favorite mixed drink that taste great – beautifully refreshing with natural flavorings of citrus with a hint of zesty orange, and a touch of Afterglow™, AFTERGLOW | Our patented trade secret made of 100% natural botanical extract that provides the familiar heat you’d expect from spirits, BETTER FOR YOU | Refreshing non-alcoholic expressions of your favorite mixed drinks that are crafted with clean, natural flavors, low in calories, vegan, gluten-free, & no artificial sweeteners, NON-ALCOHOLIC I Honors the classic taste of your favorite cocktail bursting with flavor & mimicking that pleasant warmth of alcohol, while delivering the most authentic non-alcoholic experience for the mindful drinker, OUR MISSION | Free AF is more than just a product; it's a world that champions the freedom to make your own choices and to do so confidently"
Tanqueray London Dry Gin,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_491f468e-81ea-45be-b023-23c011da0d3a.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e10417d4-351f-43a1-8775-4ba13f341866.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_12334580-1e12-4cbb-865b-c748d668c3fc.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7234604a-7d6a-4d36-a565-0619645ba704.jpg","Tanqueray London Dry Gin is made with an expertly crafted recipe that blends the four distinct botanicals of juniper, coriander, angelica and licorice. The result is a perfectly balanced spirit that has a unique herbal quality and dry finish."
Don Julio Blanco Tequila,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73e0eda9-3309-43dc-aa8d-d5ffa64b4faa.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df08bb5a-db29-4444-91a0-2a540b4f8a8e.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3c9a8c79-ce0b-46d0-9148-9122ffea5cfb.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5c10603c-b553-475a-8677-1534415ca0d7.jpg","Savor Don Julio Blanco Tequila, celebrated for its smoothness and citrus sweetness. Double-distilled for a crisp flavor with notes of lemon, lime, and grapefruit, this luxury tequila is best enjoyed neat, on the rocks, or in cocktails like margaritas."
Baileys Espresso Crème Irish Cream Liqueur,$25.46,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9b0e5ee8-41cb-4a31-8370-7cd21315bf1b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c137e208-8b20-440a-b358-47d059cebaf2.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f5dcb925-e576-4dd8-a303-589e34033e3d.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c7565b11-d2a6-4e41-b8b5-40e25114b904.jpg","Indulge in Baileys Espresso Créme, blending real Colombian coffee with creamy Baileys for a bold treat. Perfect neat, in coffee, desserts, or Espresso Martini. The ultimate gift for coffee aficionados."
Cazadores® Ready-to-Drink Gluten Free Paloma Cocktail,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c0745f43-8581-4034-ae6c-52bacb2a8034.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b8827914-3898-4e9a-b7f5-2f9120d48797.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6e1d1d0d-d40a-4544-8194-17c3ed2d6d0c.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_388dc1d9-2454-4d18-a800-66b04734e654.jpg","CAZADORES Ready-to-Drink Paloma Cocktail is the best thing to happen to the Paloma since the Paloma. Made with award-winning Tequila CAZADORES Blanco and real ingredients, this canned Paloma features natural flavors and grapefruit soda. This silver tequila Paloma cocktail is sweetened with agave and has no artificial flavors. These gluten free cocktails come in a ready to drink, slim can that is easy to bring with you wherever you go. Enjoy this Blanco tequila alcohol as the most rereshing additiong to any occasion like a fun night with friends or at dinner on Taco Tuesday. Born in Los Altos and bottled in its purest form, CAZADORES is a proud Mexican tequila. Drink Responsibly., • Four 355 mL cans of CAZADORES Ready-to-Drink Paloma Cocktail, • Refreshing ready-to-drink cocktail sweetened with agave, • Features a delicious combination of natural flavors and grapefruit soda, • Gluten free liquor drink made with tequila blanco, • This tequila liquor cocktail is 5.9% alcohol by volume"
"Bacardí® Gold Rum, Gluten Free",$19.98,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e9f6371-8532-46f3-9b88-a17a3449d1d8.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a9093ca4-b591-41d0-9737-165db13597e5.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dd3ef37b-aaae-4fd3-8f5c-3ec98fc45f2f.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_db3ad04c-367a-4100-b2de-7423094625df.png","BACARDI Gold Rum is the perfect aged rum that you can casually sip or mix into any number of cocktails. This light-bodied rum is filtered through a secret blend of charcoal, mellowed for one to two years in toasted American white oak barrels, and blended to create a light golden rum with a soft oak flavor. This gluten free BACARDI Rum imparts notes of vanilla, ginger root and toasted with a dry and slightly sweet finish. When you are out with your friends enjoying the moment, use this rum liquor to bring depth and character to classic rum cocktails like the Cuba Libre, Ginger Snap or Rum and Cola. BACARDI is the oldest and largest family-owned rum company in the world. Please Drink Responsibly., • One 1.75 L bottle of BACARDI Gold Rum, • Light rum is filtered through a secret blend of charcoal and mellowed for one to two years in toasted American white oak barrels, • Golden rum offers a rich, toasted and soft oak flavor that's easy to mix and simple to enjoy, • Aged rum that delivers aromatic notes of dry vanilla, ginger root, and toasted almond with a slightly sweet finish, • Mix this gluten free drink mixer into a number of alcohol drinks like a Cuba Libre cocktail, Ginger Snap or Rum and Cola"
Basil Hayden Bourbon Whiskey,$24.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b557c14-d2c5-4860-8b0b-b5fab40267a9.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e727bd5-8cc9-4d8b-a5a2-823f67f72495.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b181009a-8e13-4e63-b533-e3936fd1f0c2.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_852d6edc-0846-4b41-ae4f-f9d5ea7b9b51.png","Marked by a rich cascade of aromas and flavors, Basil Hayden Kentucky Straight Bourbon Whiskey is carefully matured for exceptional quality and distilled in the heart of bourbon country in Clermont, Kentucky. This unique, single small batch bourbon whiskey is blessed with rich hints of peppermint, notes of pepper, slight citrus overtones and a spicy, warming finish. Sip neat, on the rocks, in a classic Manhattan or Old Fashioned. Try it in a Mint Julep or Bourbon Mary while savoring the aroma with a spicy, peppery, honey-toned light body and gentle bite. Carefully matured for exceptional quality, Basil Hayden is artfully aged and bottled at 80 proof. Basil Hayden utilizes twice as much rye as the other bourbons in the collection for a gentle yet spicy flavor., • Depart from Ordinary Bourbon Stylish Bottle, Premium Liquid, • Enjoy the Unexpected Taste of Premium Straight Kentucky Bourbon, • Unique Small Batch Bourbon Depart from Ordinary Bourbon, • Subtly Spiced & Smooth, • Treat Yourself to an Old Fashioned Made with Premium Bourbon Whiskey, • Treat Yourself to a Classic Drink Made with Premium Bourbon Whiskey"
Hornitos Reposado Tequila,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3101b833-fbd7-4dd7-9b4a-f0b99e449244.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_97eae59e-0a90-4a73-8555-6f844a60ad22.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_645cab38-2c49-4a05-9b34-21ab88202236.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_33443274-4903-4eb4-8840-c983cd647b3e.png","Tequila 100% Puro De Agave. Hornitos Reposado Tequila is a medium-bodied tequila proudly made in Jalisco, Mexico. Hornitos Reposado is made from 100% blue agave and aged in large oak vats for at least two months for a smooth-tasting tequila. Hornitos was introduced to the world in 1950 by founder Don Francisco Javier Sauza in honor of Mexican Independence Day. Featuring notes of apple and herbs along with a strong agave nectar flavor, this Hornitos Reposado Tequila also offers a warm and slightly astringent finish. Whether enjoyed neat, on the rocks, or in signature cocktails, such as a Margarita, Hornitos Reposado delivers bold flavor in every sip. This bottle of tequila is 40% alcohol by volume and should be enjoyed responsibly., • Reposado tequila proudly made in Jalisco, Mexico, in honor of Mexican Independence Day, • Hornitos Reposado Tequila made from 100% blue agave and aged in large oak vats for at least two months, • Reposado tequila featuring notes of apple, herbs and agave nectar, • Enjoy sipping Hornitos Reposado Tequila neat, on the rocks or in cocktail drinks, • Hornitos Reposado tequila is an ideal liquor for making beverages such as a Margarita, • Tequila 100% Puro De Agave"
"Amarula Cream Liqueur, & Marula Fruit",,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_330ed557-0218-4dab-b9c0-3c1ad5b34387.png,"Grown free. Hand harvested. Across the Subequatorial plains of Africa, Marula trees grow wild and free. Only once a year do they bear fruit. Africa's elephants walk for miles to feast on the sun-ripened Marulas. We meet them there, plucking the fruit by hand and trunk. We ferment, distill and mature the Marula spirit in French oak for two years before blending it with our velvety cream. Best enjoyed neat or on ice. Ideally with a view. Marula Trust: We hope to meet the elephants every year below Marula trees. Which is why we created the Amarula Trust to protect them. Discover more at Amarula.com. Contains caramel color and certified color. Alc 17% by vol. Produced and bottled by Distell Ltd, South Africa. Product of South Africa."
Mule 2.0 Moscow Mule,,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20e73d5c-d5c5-4bca-915b-07b20604b741.jpg,"Grain neutral spirits with natural flavors. The authentic flavor of the nineteen forty-one Moscow Mule. Est. now. As the story goes, the Moscow Mule was invented in 1941 when three businessmen, John G. Martin, Jack Morgan, and Rudolph Kunett experimented with ginger beer, vodka, and lime. They combined the ingredients in a copper mug to keep it chilled. The first sip was so good they made another, and the Moscow Mule was born. This Mule 2.0 brings the intense refreshing flavor of the original drink to a growing set of enthusiasts in a ready-to-drink can. Grain neutral spirits, natural ginger, & lemon-lime flavors are perfectly blended to create the most authentic Moscow Mule flavor, including the famously crisp, refreshing, ginger and citrus bite. Enjoy a taste of originality today. 8% alc/vol."
J&B Rare Blended Scotch Whisky,$35.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_74adf977-f2f1-4fcb-a8bf-d12eaed1bafb.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b90fd967-1174-4b8f-9096-bc7f8c77afff.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2105586-08a4-463d-983d-8e8ffb43e759.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5648e90c-50a8-4d87-acbb-bfd2034260c0.jpg","Sip the smooth and complex flavor of J&B Rare Blended Scotch Whisky. At the heart of J&B Rare are malt whiskies from Speyside, a region recognized as the superior area in Scotland for making single malt whisky."
Deep Eddy Pineapple Vodka,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d43bb435-a4c9-41f7-8640-b9244990dfd0.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1601bbb6-be74-429b-9723-9614a3d60c14.jpg","Made in Austin, TX, Deep Eddy Pineapple Vodka blends real pineapple juice with our naturally gluten-free Original Vodka—distilled 10 times and filtered 8 times for smoothness. Crisp, tropical, and refreshing, it’s perfect for mixing, sipping, and sharing. Cheers to REAL ingredients, real flavor and real good times."
Jack Daniel's Tennessee Fire Whiskey Specialty,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a1f2a8ec-8e15-431d-9b7f-6289c3e2cfe6.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61809418-073c-4c28-910f-2ce4b344cd05.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_78d61e89-bbb1-4206-b0e8-695e802e8bea.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ab3785b-e127-4937-867c-ab97fee45553.jpg","Jack Daniel's Tennessee Fire is a blend of Jack Daniel’s Tennessee Whiskey and cinnamon liqueur, creating a taste that’s one-of-a-kind and unmistakably Jack. The blend of Jack Daniel's Tennessee Whiskey mixed with a unique cinnamon liqueur delivers a surprisingly smooth finish with a cinnamon spice flavor. Try Jack Daniel's Tennessee Fire in cocktails and mixed drinks, drink it as a chilled shot, or pair this alcohol liquor with a cool pint of hard cider for a balance of flavors. This whiskey is perfect for sharing with friends or enjoying during a relaxing night at home. With hints of cinnamon and the bold character of Jack, Jack Daniel’s Tennessee Fire offers a taste that's unexpected. Please Drink Responsibly."
Smirnoff Peppermint Twist (Vodka Infused with Natural Flavors),$11.73,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b63d8112-eae7-4c80-9dc0-682afb6733bb.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_074a293e-6681-4761-9ab8-2892e7b969c8.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_367a74a6-f18f-4108-a6d5-d846945aca55.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61745c32-95a6-48c2-acaf-529c3ff538c3.jpg","Smirnoff Peppermint Twist is the perfect vodka for your holiday party, infused with a candied peppermint flavor for a cool and minty finish. Mix with hot cocoa and garnish with crushed candy cane for an adult Peppermint Hot Chocolate, or enjoy on the rocks."
Old Parr 12 Year Old Blended Scotch Whisky,$45.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_969ada55-8b0d-4a80-ad60-241a10837b2a.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0f94716d-dfbc-472e-82a5-0b2f8b1e7cb7.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36278635-b18d-4e86-a998-54b5e27054af.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_125d05b6-a303-4782-b7ab-594e1ff6702c.jpg",Old Parr 12 Year Old Blended Scotch Whisky features notes of peaches and raspberry along with toffee and melted honey. Best enjoyed neat or on the rocks. Perfect as a whisky gift or for any one-of-a-kind celebration.
Elijah Craig Toasted Barrel Bourbon,$52.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18e10e11-5fb1-47f8-a18e-a45cd700362f.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_749bb7c5-1fd7-42e0-a203-f2091a143a5b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bcc6090f-9f61-4c80-aa36-e3e003e9cbf8.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f012df64-40b6-4492-827c-d4d2a482a35b.jpg","In 1789, Elijah Craig discovered greatness when he first charred oak barrels to make Bourbon. Today, we honor his innovative spirit with Toasted Barrel: a unique expression that is charred to start and toasted to finish. Twice barreled for added complexity, Toasted Barrel takes Elijah Craig's award-winning Small Batch Bourbon to new heights. After it's fully matured, this Bourbon is finished in a second, custom toasted new oak barrel, where it’s left to develop even more sweet oak flavor., The result is a 94-proof Bourbon with notes of delightful spice, chocolate, and a hint of smoke. To fully enjoy its sweet oak complexities and long, smooth finish, it is recommended to sip Toasted Barrel neat."
PAMA Pomegranate Liqueur,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e4b61ee-9486-454f-98f9-37ba9034e710.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_363d191a-4c33-46da-a890-3bddcf292747.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20073888-a0bc-4d1a-97e8-f4589998fbfd.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e46a4970-251b-4121-b691-1d7abe008bbc.jpg","Make any occasion feel like a celebration with PAMA Pomegranate Liqueur, the world's first pomegranate liqueur. Made with natural pomegranate juice, premium vodka and a touch of tequila, PAMA captures the complex, sweet yet tart taste and vibrant ruby color of pomegranates. This gluten free fruit liqueur is delicious chilled on its own, and is easy to use as a cocktail mixer with any liquor. Just add PAMA to any cocktail, such as a margarita or spritz, to make it even better. The 750 ml bottle of PAMA Pomegranate Liqueur has a 17% alcohol by volume and should be enjoyed responsibly. Elevate the everyday cocktail by mixing it up with PAMA to easily create something extraordinary."
"Early Times Kentucky Whisky, 1.75L, 80 Proof (40% ABV)",$18.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_57112bc2-a3f0-4ed0-b555-56805b7bcc58.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_259963ba-d71e-4d98-bd47-957299eec242.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4899dfa-12d5-4318-834d-de6d72c22832.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c42d3c94-3784-4f82-8d92-4f2bf427d447.jpg","Created in 1860 by John Henry “Jack” Beam, Early Times grew up during the early days of the country, when most of America was still country. The name Early Times was chosen as a tribute to the old-fashioned method of making whisky, which included mashing grain in small tubs and distilling the whisky in copper stills over open fires. Today, the process of distilling Early Times is much more exacting, but it still delivers the unmistakable mellow taste that is reminiscent of the original American whisky experience."
Belvedere Vodka 1.75L,,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a416efb4-bc78-40b5-82bb-12fd4f0d426f.png,"Belvedere Vodka is the original and true expression of premium vodka, created from 600 years of Polish vodka-making tradition. The vodka itself is always authentic and never artificial., Created from Polish Dankowskie Rye and quadruple-distilled to create the perfect balance of character and purity."
