Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Type,Material,Neckline,Sleeve Style,Length,Pattern Type,Decoration,Fit Type,Occasion,Package Include,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type,Waist Line,With Belt
2 Piece Velvet Lounge Outfits Zip Up Crop Sweatshirt and Cuffed Sweatpants with Pockets,$16.24,$21.65,Wine Red,SKU: YWMT1001-bwsm1-wr,"""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-sec"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-0"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-1"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-2"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-3"", ""https://image.geeko.ltd/small/89d88b8c-376d-4cca-83b4-6d8a628e36a1-03297-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Pants Sets," 95%Polyester,5%Elastane", Stand Collar, Long Sleeve, Long, Plain," Pocket,Zipper", Regular, Daily, 1* Pants Set, Medium Stretch, No, Machine wash or professional dry clean,,,
2 Piece Velvet Lounge Outfits Zip Up Crop Sweatshirt and Cuffed Sweatpants with Pockets,$16.24,$21.65,Blue,SKU: YWMT1001-bwsm1-bl,"""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-sec"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-0"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-1"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-2"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-3"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-4"", ""https://image.geeko.ltd/small/848af199-fe50-42a8-a095-3c710ac5b2db-25575-pc-5""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Pants Sets," 95%Polyester,5%Elastane", Stand Collar, Long Sleeve, Long, Plain," Pocket,Zipper", Regular, Daily, 1* Pants Set, Medium Stretch, No, Machine wash or professional dry clean,,,
2 Piece Velvet Lounge Outfits Zip Up Crop Sweatshirt and Cuffed Sweatpants with Pockets,$16.24,$21.65,Dark Green,SKU: YWMT1001-bwsm1-dgr,"""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-sec"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-0"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-1"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-2"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-3"", ""https://image.geeko.ltd/small/087ab6e7-45f3-419b-9332-bb2799b63c19-03365-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Pants Sets," 95%Polyester,5%Elastane", Stand Collar, Long Sleeve, Long, Plain," Pocket,Zipper", Regular, Daily, 1* Pants Set, Medium Stretch, No, Machine wash or professional dry clean,,,
2 Piece Velvet Lounge Outfits Zip Up Crop Sweatshirt and Cuffed Sweatpants with Pockets,$16.24,$21.65,Black,SKU: YWMT1001-bwsm1-bk,"""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-sec"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-0"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-1"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-2"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-3"", ""https://image.geeko.ltd/small/abd064bd-f280-49d5-9782-b54cf29f73e3-26515-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", Pants Sets," 95%Polyester,5%Elastane", Stand Collar, Long Sleeve, Long, Plain," Pocket,Zipper", Regular, Daily, 1* Pants Set, Medium Stretch, No, Machine wash or professional dry clean,,,
Notched Collar Double Breasted Sleeveless Top & Shorts Set,$15.59,$20.79,,SKU: WMTY0019-bwdf-bl,"""https://image.geeko.ltd/small/d3390500-5dd8-4ddc-89d4-c5db4aca9aa6-48392-pc"", ""https://image.geeko.ltd/small/d3390500-5dd8-4ddc-89d4-c5db4aca9aa6-48392-pc"", ""https://image.geeko.ltd/small/d3390500-5dd8-4ddc-89d4-c5db4aca9aa6-48392-pc-sec"", ""https://image.geeko.ltd/small/d3390500-5dd8-4ddc-89d4-c5db4aca9aa6-48392-pc-0"", ""https://image.geeko.ltd/small/d3390500-5dd8-4ddc-89d4-c5db4aca9aa6-48392-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Shorts Set, 100%Polyester, Notched Collar, Sleeveless, Above Knee, Plain, Button, Regular, Daily, 1*Shorts Set, Slight Stretch,,,,,
Button Decor V-Neck Top & Drawstring Pocket Design Shorts Set,$14.38,$19.18,,SKU: LZR18612-bwdf2-or,"""https://image.geeko.ltd/small/251f32a1-e1ee-43b9-ae2a-816cf78fd5d8-21341-pc"", ""https://image.geeko.ltd/small/251f32a1-e1ee-43b9-ae2a-816cf78fd5d8-21341-pc-sec"", ""https://image.geeko.ltd/small/251f32a1-e1ee-43b9-ae2a-816cf78fd5d8-21341-pc-0"", ""https://image.geeko.ltd/small/251f32a1-e1ee-43b9-ae2a-816cf78fd5d8-21341-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set," 95%Polyester,5%Elastane", V-Neck, Short Sleeve, Above Knee, Plain," Button,Drawstring,Pocket", Regular," Daily,Vacation", 1* Shorts Set, Non-Stretch, No, Machine wash or professional dry clean,,,
Heart Pattern Leopard Print Puff Sleeve Top & Drawstring Pants Set,$13.13,$17.51,,SKU: YSK4063N-bwdf2-ga,"""https://image.geeko.ltd/small/97dccd7b-0170-4c74-b3c0-662845890fe8-16406-pc"", ""https://image.geeko.ltd/small/97dccd7b-0170-4c74-b3c0-662845890fe8-16406-pc-sec"", ""https://image.geeko.ltd/small/97dccd7b-0170-4c74-b3c0-662845890fe8-16406-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Pants Sets," 95%Polyester,5%Elastane", Round Neck, Short Sleeve, Long," Heart,Leopard"," Drawstring,Pocket", Regular, Daily, 1*Pants Set, Medium Stretch, No, Machine wash or professional dry clean, Puff Sleeve,,
Colorblock Buttoned Asymmetrical Hem Top & Shorts Set,$19.38,$25.84,,SKU: LZR18585-bwdf2-gr,"""https://image.geeko.ltd/small/7631ae86-31aa-40b9-b50b-afb62fc13c2e-19024-pc"", ""https://image.geeko.ltd/small/7631ae86-31aa-40b9-b50b-afb62fc13c2e-19024-pc-sec"", ""https://image.geeko.ltd/small/7631ae86-31aa-40b9-b50b-afb62fc13c2e-19024-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set, 100%Polyester, Turn-down Collar, Three Quarters, Above Knee, Colorblock, Button, Regular, Daily, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean, Roll Up Sleeve,,
Crochet Lace Sleeveless Crop Knit Top & Shorts Set,$12.67,$16.89,Apricot,SKU: ODL2031-bwdf2-Ap,"""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-sec"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-0"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-1"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-2"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-3"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-4"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-5"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-6"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-7"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-8"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-9"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-10"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-11"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-12"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-13"", ""https://image.geeko.ltd/small/0eaaa51d-5eef-48c1-91ee-574f23cbd38c-07171-pc-14""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Shorts Set, 100%Cotton, O-neck, Sleeveless, Above Knee, Contrast Paneled," Hollow-out,Lace,Tied Detail", Regular, Vacation, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Crochet Lace Sleeveless Crop Knit Top & Shorts Set,$12.67,$16.89,White,SKU: ODL2031-bwdf2-w,"""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-sec"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-0"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-1"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-2"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-3"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-4"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-5"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-6"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-7"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-8"", ""https://image.geeko.ltd/small/9563544e-e47a-432b-bf81-b5b3d0a9b5df-57661-pc-9""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Shorts Set, 100%Cotton, O-neck, Sleeveless, Above Knee, Contrast Paneled," Hollow-out,Lace,Tied Detail", Regular, Vacation, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Buttoned Short Sleeve Top & Drawstring Skinny Pants Set,$17.54,$23.38,,SKU: LZR18556-bwdf2-ag,"""https://image.geeko.ltd/small/017fa2cb-9123-43d0-b417-97a16f3f5739-02488-pc"", ""https://image.geeko.ltd/small/017fa2cb-9123-43d0-b417-97a16f3f5739-02488-pc-sec"", ""https://image.geeko.ltd/small/017fa2cb-9123-43d0-b417-97a16f3f5739-02488-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Pants Sets, 100%Polyester, Turn-down Collar, Short Sleeve, Long, Plain," Buckle,Button,Drawstring,Pocket", Regular, Daily, 1*Pants Set, Non-Stretch, No, Machine wash or professional dry clean,,,
Puff Sleeve Top & Tropical Print Pants Set,$12.42,$16.56,,SKU: YSK4063EA2-bwdf2-gr,"""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc"", ""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc-sec"", ""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc-0"", ""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc-1"", ""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc-2"", ""https://image.geeko.ltd/small/d89d9645-e5d9-41d2-b4d4-4e32179ff314-01025-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Pants Sets," 5%Elastane,95%Polyester", Round Neck, Short Sleeve, Long, Tropical, Drawstring, Regular, Daily, 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean, Puff Sleeve,,
Letter Print Crop Top & Pocket Design Shorts Set,$11.73,$15.64,,SKU: LZR18521-bwdf2-kh,"""https://image.geeko.ltd/small/f4941364-193d-4009-a103-88a3c2266f4b-59938-pc"", ""https://image.geeko.ltd/small/f4941364-193d-4009-a103-88a3c2266f4b-59938-pc"", ""https://image.geeko.ltd/small/f4941364-193d-4009-a103-88a3c2266f4b-59938-pc-sec"", ""https://image.geeko.ltd/small/f4941364-193d-4009-a103-88a3c2266f4b-59938-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Shorts Set, 100%Polyester, O-neck, Short Sleeve, Above Knee, Letter," Drawstring,Pocket", Regular, Daily, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Colorblock Buttoned Vest Top & Cuffed Pants Set,$16.26,$21.68,,SKU: LZR17342E-bwdf2-bk,"""https://image.geeko.ltd/small/d34c4bf2-23bc-4e2f-b7d7-6de6ecb0e6ae-42656-pc"", ""https://image.geeko.ltd/small/d34c4bf2-23bc-4e2f-b7d7-6de6ecb0e6ae-42656-pc-sec"", ""https://image.geeko.ltd/small/d34c4bf2-23bc-4e2f-b7d7-6de6ecb0e6ae-42656-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Elegant", Pants Sets," 98%Polyester,2%Elastane", V-Neck, Sleeveless, Long, Colorblock," Pocket,Button", Regular," Daily,Work", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Floral Print Tie Neck Tank Top & High Waist Pants Set,$15.39,$20.52,,SKU: LZR16120A7-bwdf2-mu,"""https://image.geeko.ltd/small/faca5c12-bb30-4dad-8b5c-90fa699456c8-55352-pc"", ""https://image.geeko.ltd/small/faca5c12-bb30-4dad-8b5c-90fa699456c8-55352-pc-sec"", ""https://image.geeko.ltd/small/faca5c12-bb30-4dad-8b5c-90fa699456c8-55352-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Elegant", Pants Sets, Polyester, Tie Neck, Sleeveless, Long, Floral, Tied Detail, Regular," Daily,Work", 1*Pants Set(Without Coat), Slight Stretch, No, Machine wash or professional dry clean,,, Yes
Rose Print Lantern Sleeve Top & Wide Leg Pants Set,$14.73,$19.64,Red,SKU: LZR18351-bwss2-r,"""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-sec"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-0"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-1"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-2"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-3"", ""https://image.geeko.ltd/small/ddac99f9-fb1e-4de4-83cd-64c2f9de98cc-02570-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Pants Sets," 97%Polyester,3%Elastane", Skew Neck, Long Sleeve, Long, Floral, Pocket, Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean, Lantern Sleeve,,
Rose Print Lantern Sleeve Top & Wide Leg Pants Set,$14.73,$19.64,Hot Pink,SKU: LZR18351-bwss2-hp,"""https://image.geeko.ltd/small/994c6303-2c67-4a00-a7d1-148a359c3864-61472-pc"", ""https://image.geeko.ltd/small/994c6303-2c67-4a00-a7d1-148a359c3864-61472-pc"", ""https://image.geeko.ltd/small/994c6303-2c67-4a00-a7d1-148a359c3864-61472-pc-sec"", ""https://image.geeko.ltd/small/994c6303-2c67-4a00-a7d1-148a359c3864-61472-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Pants Sets," 97%Polyester,3%Elastane", Skew Neck, Long Sleeve, Long, Floral, Pocket, Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean, Lantern Sleeve,,
Ruched Cami Top & Plants Print Shirred Wide Leg Pants Set,$13.50,$18.0,,SKU: WMYJY0005AA2-bwla-gr,"""https://image.geeko.ltd/small/e9894789-514b-4b30-be22-e925e63cbf5d-48265-pc"", ""https://image.geeko.ltd/small/e9894789-514b-4b30-be22-e925e63cbf5d-48265-pc-sec"", ""https://image.geeko.ltd/small/e9894789-514b-4b30-be22-e925e63cbf5d-48265-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Pants Sets," 97%Polyester,3%Elastane", Sweetheart Neck, Spaghetti Strap, Long, Plants," Drawstring,Shirred", Regular," Daily,Vacation", 1*Pants Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Leopard Letter Print Top & Drawstring Slit Skirt Set,$9.23,$12.31,,SKU: LZR18446-bwdf2-bk,"""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc-sec"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc-0"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc-1"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc-2"", ""https://image.geeko.ltd/small/b4d51996-bedc-4bb7-ab7e-3e191a244d04-01596-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Skirt Sets," 95%Polyester,5%Elastane", O-neck, Short Sleeve, Mid-Calf," Leopard,Letter"," Drawstring,Slit", Skinny, Daily, 1*Skirt Set, Medium Stretch, No, Machine wash or professional dry clean,,,
Striped Colorblock Polka Dot Print Sleeveless Top & Shorts Set,$9.75,$13.0,,SKU: LZD5496A3-bwdf2-bk,"""https://image.geeko.ltd/small/ae740b2c-f2be-416b-ae05-7f1858e48f40-31952-pc"", ""https://image.geeko.ltd/small/ae740b2c-f2be-416b-ae05-7f1858e48f40-31952-pc-sec"", ""https://image.geeko.ltd/small/ae740b2c-f2be-416b-ae05-7f1858e48f40-31952-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Shorts Set," 97%Polyester,3%Elastane", Mock Neck, Sleeveless, Above Knee," Colorblock,Polka Dot,Striped", Pocket, Regular, Daily, 1*Shorts Set, Slight Stretch, No, Machine wash or professional dry clean,,,
Lantern Sleeve Shirt & Plants Print Pocket Design Shorts Sets With Frill Hem Crop Top,$15.91,$21.21,,SKU: LZR12842A1-bwla2-gr,"""https://image.geeko.ltd/small/45cf4b44-6543-469d-8c11-4cc2b276a7db-32844-pc"", ""https://image.geeko.ltd/small/45cf4b44-6543-469d-8c11-4cc2b276a7db-32844-pc-sec"", ""https://image.geeko.ltd/small/45cf4b44-6543-469d-8c11-4cc2b276a7db-32844-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy"," Shorts Set,Suit Set"," 97%Polyester,3%Elastane"," Halter,Turn-down Collar"," Long Sleeve,Spaghetti Strap", Above Knee, Plants," Frill Hem,Pocket,Shirred", Regular, Daily, 1*Shorts Set(With Top), Slight Stretch, No, Machine wash or professional dry clean, Lantern Sleeve,,
