Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
1PC Floral Pattern Beaded Decor Knit Tank Top Sleeveless Shirt,$9.74,$12.99,Orange,SKU: ODS5175-bwdf2-or,"""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-sec"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-0"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-1"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-2"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-3"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-4"", ""https://image.geeko.ltd/small/9bf17464-fedc-4629-ae8a-7e9ca89ee674-02778-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular," Daily,Vacation", 1* Top, Tank, Beaded, Skinny, Medium Stretch, No," Hand wash, do not dry clean",
1PC Floral Pattern Beaded Decor Knit Tank Top Sleeveless Shirt,$9.74,$12.99,Green,SKU: ODS5175-bwdf2-gr,"""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-sec"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-0"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-1"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-2"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-3"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-4"", ""https://image.geeko.ltd/small/a1ff506d-3b44-44f4-b290-b94d64f5c3f9-17556-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular," Daily,Vacation", 1* Top, Tank, Beaded, Skinny, Medium Stretch, No," Hand wash, do not dry clean",
1PC Floral Pattern Beaded Decor Knit Tank Top Sleeveless Shirt,$9.74,$12.99,Light Green,SKU: ODS5175-bwdf2-lgr,"""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc-sec"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc-0"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc-1"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc-2"", ""https://image.geeko.ltd/small/3e745cca-e1b0-499d-9a73-8007dc5a73fc-77721-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular," Daily,Vacation", 1* Top, Tank, Beaded, Skinny, Medium Stretch, No," Hand wash, do not dry clean",
1PC Floral Pattern Beaded Decor Knit Tank Top Sleeveless Shirt,$9.74,$12.99,Yellow,SKU: ODS5175-bwdf2-y,"""https://image.geeko.ltd/small/f3014d01-187c-48d5-a812-c60ae8eff6ef-96852-pc"", ""https://image.geeko.ltd/small/f3014d01-187c-48d5-a812-c60ae8eff6ef-96852-pc"", ""https://image.geeko.ltd/small/f3014d01-187c-48d5-a812-c60ae8eff6ef-96852-pc-sec"", ""https://image.geeko.ltd/small/f3014d01-187c-48d5-a812-c60ae8eff6ef-96852-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular," Daily,Vacation", 1* Top, Tank, Beaded, Skinny, Medium Stretch, No," Hand wash, do not dry clean",
Chain Decor Buttoned Tweed Knit Top,$12.02,$16.03,,SKU: WMSU0012-bwvg-w,"""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-sec"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-0"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-1"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-2"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-3"", ""https://image.geeko.ltd/small/77515755-ecb5-4b34-8e2c-9dd2b8dbca86-54850-pc-4""","M(6), XL(12)","M, XL","M(10), XL(16)","M(10), XL(16)","M(38), XL(44)","M(M), GG(XL)","M(38), XL(44)","M, XL", Chic, Plain," 97%Polyester,3%Elastane", V-Neck, Short Sleeve, Crop, Daily, 1*Top, Knit Top," Button,Chain,Pocket", Skinny, Medium Stretch, No," Hand wash, do not dry clean",
Pearls Decor Layered Cami Top,$9.40,$12.54,Rose Red,SKU: LZR14367-bwdf2-re,"""https://image.geeko.ltd/small/4d586b8f-7308-47c5-9cf1-6976b981a570-49998-pc"", ""https://image.geeko.ltd/small/4d586b8f-7308-47c5-9cf1-6976b981a570-49998-pc"", ""https://image.geeko.ltd/small/4d586b8f-7308-47c5-9cf1-6976b981a570-49998-pc-sec"", ""https://image.geeko.ltd/small/4d586b8f-7308-47c5-9cf1-6976b981a570-49998-pc-0""","2XL(16), L(8-10), M(6), S(4), XL(12), XXL(14)","2XL, L, M, S, XL, XXL","2XL(20), L(12-14), M(10), S(8), XL(16), XXL(18)","2XL(20), L(12-14), M(10), S(8), XL(16), XXL(18)","2XL(48), L(40-42), M(38), S(36), XL(44), XXL(46)","G2(2XL), G(L), M(M), P(S), GG(XL), EG(XXL)","48(2XL), L(40-42), M(38), S(36), XL(44), XXL(46)","2XL, L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Pearls Decor Layered Cami Top,$9.40,$12.54,Pink,SKU: LZR14367-bwdf2-pi,"""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-sec"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-0"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-1"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-2"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-3"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-4"", ""https://image.geeko.ltd/small/b781dea1-18bf-4788-b7c7-0522eda89e26-29147-pc-5""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Pearls Decor Layered Cami Top,$9.40,$12.54,Blue,SKU: LZR14367-bwdf2-bl,"""https://image.geeko.ltd/small/f3b5892d-4fc5-4eaf-9c68-3d403c0ae194-05695-pc"", ""https://image.geeko.ltd/small/f3b5892d-4fc5-4eaf-9c68-3d403c0ae194-05695-pc"", ""https://image.geeko.ltd/small/f3b5892d-4fc5-4eaf-9c68-3d403c0ae194-05695-pc-sec"", ""https://image.geeko.ltd/small/f3b5892d-4fc5-4eaf-9c68-3d403c0ae194-05695-pc-0"", ""https://image.geeko.ltd/small/f3b5892d-4fc5-4eaf-9c68-3d403c0ae194-05695-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Plain, 100%Polyester, V-Neck, Spaghetti Strap, Regular, Daily, 1*Top, Cami, Pearls, Regular, Non-Stretch, Semi-Sheer, Machine wash or professional dry clean,
Tie Dye Print Heart letter Rhinestone Tank Top,$5.85,$7.8,,SKU: LHDY0002-bwdf-r,"""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-sec"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-0"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-1"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-2"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-3"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-4"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-5"", ""https://image.geeko.ltd/small/99b9a6fb-36ca-450d-b866-2f40a04a94ae-02212-pc-6""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic," Heart,Letter,Tie Dye", 100%Polyester, Round Neck, Sleeveless, Regular, Daily, 1*Top, Tank," Cutout,Rhinestone", Regular, Slight Stretch, No," Hand wash, do not dry clean",
Stylish Pocket Open Back Drawstring Hooded Top with Baudeau,$8.18,$10.91,,SKU: J7452-bwbc-w,"""https://image.geeko.ltd/small/1e5be1b3-1ef1-4127-8f7b-f5e232289eff-07361-pc"", ""https://image.geeko.ltd/small/1e5be1b3-1ef1-4127-8f7b-f5e232289eff-07361-pc-sec"", ""https://image.geeko.ltd/small/1e5be1b3-1ef1-4127-8f7b-f5e232289eff-07361-pc-0"", ""https://image.geeko.ltd/small/1e5be1b3-1ef1-4127-8f7b-f5e232289eff-07361-pc-1"", ""https://image.geeko.ltd/small/1e5be1b3-1ef1-4127-8f7b-f5e232289eff-07361-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Plain/Splicing," 93.5%Polyester,6.5%Elastane", Hooded Neck, Sleeveless, Regular, Daily, 1*Blouse ( Bandeau Excluded ), Blouses," Backless,Drawstring,Pocket", Regular, High Stretch, No, Machine wash or professional dry clean,
Puff Sleeve Eyelash Lace Patch Top,$7.64,$10.19,,SKU: OE0424C-bwdf2-w,"""https://image.geeko.ltd/small/60f535b6-f5db-411d-be3e-a1febcfe1ba3-09840-pc"", ""https://image.geeko.ltd/small/60f535b6-f5db-411d-be3e-a1febcfe1ba3-09840-pc-sec"", ""https://image.geeko.ltd/small/60f535b6-f5db-411d-be3e-a1febcfe1ba3-09840-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 95%Polyester,5%Elastane", Round Neck, Short Sleeve, Regular, Daily, 1* Blouse, Blouses," Contrast Lace,Frill Hem,Tied Detail", Regular, Slight Stretch, No," Hand wash, do not dry clean",
Lantern Sleeve Eyelet Embroidery Top,$13.79,$18.39,,SKU: ODL1290A-bwdf-w,"""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-sec"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-0"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-1"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-2"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-3"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-4"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-5"", ""https://image.geeko.ltd/small/6b97e46a-5666-483b-9668-2fb696bb2081-01683-pc-6""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain, 100%Cotton, Turn-down Collar, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Button,Eyelet Embroidery", Regular, Slight Stretch, Semi-Sheer," Machine wash, do not dry clean",
Sheer Mesh Bandage Teddy Bodysuit,$6.74,$8.99,,SKU: DE5085-bwls1-wr,"""https://image.geeko.ltd/small/ecf5bf66-3603-45a9-b98c-3016ae34aefc-10281-pc"", ""https://image.geeko.ltd/small/ecf5bf66-3603-45a9-b98c-3016ae34aefc-10281-pc-sec""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S", Sexy, Patchwork, Contrast Mesh, Square Neck, Thick Strap, Regular, Bedroom, 1*Woman Lingerie,,,,,,,
Scoop Neck Sleeveless Ribbed Tank Top Cami Tee Shirts,$6.65,$8.87,Khaki,SKU: LZR18330-bwla2-kh,"""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-sec"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-0"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-1"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-2"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-3"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-4"", ""https://image.geeko.ltd/small/7b8201d6-7381-45ea-9c9f-51fe0f197478-04464-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain," 46%Cotton,46%Viscose,8%Elastane", U-Neck, Thick Strap, Regular,, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Scoop Neck Sleeveless Ribbed Tank Top Cami Tee Shirts,$6.65,$8.87,White,SKU: LZR18330-bwla2-w,"""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-sec"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-0"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-1"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-2"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-3"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-4"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-5"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-6"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-7"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-8"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-9"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-10"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-11"", ""https://image.geeko.ltd/small/3948437a-72f2-4c17-a16a-c1b9fff94006-59780-pc-12""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain," 46%Cotton,46%Viscose,8%Elastane", U-Neck, Thick Strap, Regular,, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Scoop Neck Sleeveless Ribbed Tank Top Cami Tee Shirts,$6.65,$8.87,Black,SKU: LZR18330-bwla2-bk,"""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-sec"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-0"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-1"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-2"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-3"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-4"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-5"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-6"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-7"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-8"", ""https://image.geeko.ltd/small/c5ed2230-084a-4cf5-a89b-46103da2cc99-47295-pc-9""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain," 46%Cotton,46%Viscose,8%Elastane", U-Neck, Thick Strap, Regular,, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
V-Neck Contrast Lace Buttoned Top,$9.23,$12.31,,SKU: ODT99434A-bwdf-bl,"""https://image.geeko.ltd/small/7329656d-f6b9-4615-9ad0-d54c521e8914-66234-pc"", ""https://image.geeko.ltd/small/7329656d-f6b9-4615-9ad0-d54c521e8914-66234-pc-sec"", ""https://image.geeko.ltd/small/7329656d-f6b9-4615-9ad0-d54c521e8914-66234-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Contrast Paneled, 100%Polyester, V-Neck, Long Sleeve, Regular, Daily, 1*Top, Tee," Button,Contrast Lace", Regular, Slight Stretch, No," Hand wash, do not dry clean",
Off Shoulder Layered Ruffles Button-down Asymmetrical Hem Top,$11.48,$15.3,White,SKU: ODL1290C-bwdf-w,"""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-sec"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-0"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-1"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-2"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-3"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-4"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-5"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-6"", ""https://image.geeko.ltd/small/ced3fc9e-b05b-4f88-a583-43958d512a5f-02560-pc-7""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Cotton, Off the Shoulder, Short Sleeve, Asymmetrical," Daily,Vacation", 1* Blouse, Blouses," Button,Ruffles", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Off Shoulder Layered Ruffles Button-down Asymmetrical Hem Top,$11.48,$15.3,Green,SKU: ODL1290C-bwdf-gr,"""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-sec"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-0"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-1"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-2"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-3"", ""https://image.geeko.ltd/small/ad79418e-5ff8-4ead-ad44-7f365557d70a-01547-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Cotton, Off the Shoulder, Short Sleeve, Asymmetrical," Daily,Vacation", 1* Blouse, Blouses," Button,Ruffles", Regular, Slight Stretch, No," Machine wash, do not dry clean",
