Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Type,Material,Neckline,Sleeve Style,Length,Pattern Type,Decoration,Fit Type,Occasion,Package Include,Fabric Elasticity,Sheer,Care Instructions,With Belt,Sleeve Type,Waist Line
Colorblock Tie Dye Print Pleated Cami Maxi Dress,$8.12,$10.83,Yellow,SKU: LHJB0002-bwdl-y,"""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-sec"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-0"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-1"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-2"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-3"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-4"", ""https://image.geeko.ltd/small/c9ba6740-4e69-4e8c-8c2c-f1d0f01c4c6b-27515-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Vintage", Straight, 100%Polyester, Asymmetrical Neck, Spaghetti Strap, Maxi," Colorblock,Tie Dye", Ruched, Regular, Vacation, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Colorblock Tie Dye Print Pleated Cami Maxi Dress,$8.12,$10.83,Blue,SKU: LHJB0002-bwdl-bl,"""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc"", ""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc-sec"", ""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc-0"", ""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc-1"", ""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc-2"", ""https://image.geeko.ltd/small/b27853de-d0f5-47b6-8cea-f8b0e7e84ce0-66968-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Vintage", Straight, 100%Polyester, Asymmetrical Neck, Spaghetti Strap, Maxi," Colorblock,Tie Dye", Ruched, Regular, Vacation, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Butterfly Floral Print Bell Sleeve Dress,$15.20,$20.27,,SKU: LZR18217A1-bwla2-w,"""https://image.geeko.ltd/small/d0033a38-12d6-46c3-a87c-bfdf838b4aa5-33295-pc"", ""https://image.geeko.ltd/small/d0033a38-12d6-46c3-a87c-bfdf838b4aa5-33295-pc-sec"", ""https://image.geeko.ltd/small/d0033a38-12d6-46c3-a87c-bfdf838b4aa5-33295-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, A Line, 100%Polyester, V-Neck, Long Sleeve, Mini," Butterfly,Floral", Ruched, Regular," Daily,Vacation", 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,, Bell Sleeve,
Floral Pattern Sheer Mesh Patch Casual Dress,$15.43,$20.57,Blue,SKU: LZW0432C-bwdl-bl,"""https://image.geeko.ltd/small/b6c8ce14-1b9b-4687-a8d0-2079fcfdfbcb-21202-pc"", ""https://image.geeko.ltd/small/b6c8ce14-1b9b-4687-a8d0-2079fcfdfbcb-21202-pc-sec"", ""https://image.geeko.ltd/small/b6c8ce14-1b9b-4687-a8d0-2079fcfdfbcb-21202-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", A Line," 45%Polyester,5%Elastane,50%Viscose", Mock Neck, Long Sleeve, Mini, Floral," Button,Sheer Mesh", Regular, Daily, 1*Dress, Medium Stretch, Semi-Sheer," Hand wash, do not dry clean",, Lantern Sleeve,
Floral Pattern Sheer Mesh Patch Casual Dress,$15.43,$20.57,Black,SKU: LZW0432-bwdl-bk,"""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-sec"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-0"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-1"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-2"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-3"", ""https://image.geeko.ltd/small/2d29523b-6dd4-4a35-93c8-6e6ffc1fe48d-03258-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic", A Line," 45%Polyester,5%Elastane,50%Viscose", Mock Neck, Long Sleeve, Mini, Floral," Button,Sheer Mesh", Regular, Daily, 1*Dress, Medium Stretch, Semi-Sheer," Hand wash, do not dry clean",, Lantern Sleeve,
Floral Print One Shoulder Cutout Ribbed Bodycon Dress,$7.49,$9.99,Red,SKU: ODS2267A4-bwla2-r,"""https://image.geeko.ltd/small/2da7dd61-e7d3-453c-b2b2-04276f66d355-01790-pc"", ""https://image.geeko.ltd/small/2da7dd61-e7d3-453c-b2b2-04276f66d355-01790-pc"", ""https://image.geeko.ltd/small/2da7dd61-e7d3-453c-b2b2-04276f66d355-01790-pc-sec"", ""https://image.geeko.ltd/small/2da7dd61-e7d3-453c-b2b2-04276f66d355-01790-pc-0"", ""https://image.geeko.ltd/small/2da7dd61-e7d3-453c-b2b2-04276f66d355-01790-pc-1""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Bodycon," 95%Polyester,5%Elastane", One Shoulder, Sleeveless, Midi, Floral, Cutout, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Floral Print One Shoulder Cutout Ribbed Bodycon Dress,$7.49,$9.99,Yellow,SKU: ODS2267A4-bwla2-y,"""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc-sec"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc-0"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc-1"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc-2"", ""https://image.geeko.ltd/small/7e07a886-95f7-4dda-b4af-0b8aa8c5c945-01790-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Chic,Sexy", Bodycon," 95%Polyester,5%Elastane", One Shoulder, Sleeveless, Midi, Floral, Cutout, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Floral Embroidery Mesh Patch Ruched Casual Dress,$9.42,$12.56,,SKU: ODS3621000L-bwla2-bk,"""https://image.geeko.ltd/small/f18d3fbe-ae64-4f97-bf02-57761e2bef7d-01639-pc"", ""https://image.geeko.ltd/small/f18d3fbe-ae64-4f97-bf02-57761e2bef7d-01639-pc-sec"", ""https://image.geeko.ltd/small/f18d3fbe-ae64-4f97-bf02-57761e2bef7d-01639-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Straight, 100%Polyester, Notch Neck, Three Quarters, Regular, Floral," Embroidery,Ruched,Sheer Mesh", Regular, Daily, 1* Dress, Slight Stretch, Semi-Sheer," Hand wash, do not dry clean",,,
U-Neck Thick Strap Ruched Ruffle Hem Layered Mini Dress,$16.55,$22.07,Apricot,SKU: ODL2061-bwdf2-Ap,"""https://image.geeko.ltd/small/76216571-566b-4579-b68a-f8e956710c3a-45750-pc"", ""https://image.geeko.ltd/small/76216571-566b-4579-b68a-f8e956710c3a-45750-pc-sec"", ""https://image.geeko.ltd/small/76216571-566b-4579-b68a-f8e956710c3a-45750-pc-0"", ""https://image.geeko.ltd/small/76216571-566b-4579-b68a-f8e956710c3a-45750-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Layered/Tiered, 100%Polyester, U-Neck, Thick Strap, Mini, Plain," Ruched,Ruffles", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No, Machine wash or professional dry clean,,,
U-Neck Thick Strap Ruched Ruffle Hem Layered Mini Dress,$16.55,$22.07,Hot Pink,SKU: ODL2061-bwdf2-hp,"""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-sec"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-0"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-1"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-2"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-3"", ""https://image.geeko.ltd/small/438dba02-0bf2-4e08-bc7a-669ac7487b74-88756-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Layered/Tiered, 100%Polyester, U-Neck, Thick Strap, Mini, Plain," Ruched,Ruffles", Regular," Daily,Vacation", 1* Dress, Non-Stretch, No, Machine wash or professional dry clean,,,
Sleeveless Crisscross Backless Slim Bodycon Dress Tied Detail Slit Ribbed Knit Tank Dress,$11.75,$15.67,Blue,SKU: LZR18563-bwdf2-bl,"""https://image.geeko.ltd/small/a41df635-7109-44f2-aba0-67ab8cdcf404-13810-pc"", ""https://image.geeko.ltd/small/a41df635-7109-44f2-aba0-67ab8cdcf404-13810-pc-sec"", ""https://image.geeko.ltd/small/a41df635-7109-44f2-aba0-67ab8cdcf404-13810-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Slit," 97%Polyester,3%Elastane", Round Neck," Sleeveless,Thick Strap", Maxi, Plain," Backless,Criss Cross,Tied Detail", Skinny, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Sleeveless Crisscross Backless Slim Bodycon Dress Tied Detail Slit Ribbed Knit Tank Dress,$11.75,$15.67,Green,SKU: LZR18563-bwdf2-gr,"""https://image.geeko.ltd/small/6f822d75-be53-4841-9ea0-cc370cffe62b-12086-pc"", ""https://image.geeko.ltd/small/6f822d75-be53-4841-9ea0-cc370cffe62b-12086-pc-sec"", ""https://image.geeko.ltd/small/6f822d75-be53-4841-9ea0-cc370cffe62b-12086-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Slit," 97%Polyester,3%Elastane", Round Neck," Sleeveless,Thick Strap", Maxi, Plain," Backless,Criss Cross,Tied Detail", Skinny, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Sleeveless Crisscross Backless Slim Bodycon Dress Tied Detail Slit Ribbed Knit Tank Dress,$11.75,$15.67,Black,SKU: LZR18563-bwdf2-bk,"""https://image.geeko.ltd/small/6675799c-2d64-403a-8a45-7a7e6d0ce442-12539-pc"", ""https://image.geeko.ltd/small/6675799c-2d64-403a-8a45-7a7e6d0ce442-12539-pc-sec"", ""https://image.geeko.ltd/small/6675799c-2d64-403a-8a45-7a7e6d0ce442-12539-pc-0"", ""https://image.geeko.ltd/small/6675799c-2d64-403a-8a45-7a7e6d0ce442-12539-pc-1"", ""https://image.geeko.ltd/small/6675799c-2d64-403a-8a45-7a7e6d0ce442-12539-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Slit," 97%Polyester,3%Elastane", Round Neck," Sleeveless,Thick Strap", Maxi, Plain," Backless,Criss Cross,Tied Detail", Skinny, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Sleeveless Crisscross Backless Slim Bodycon Dress Tied Detail Slit Ribbed Knit Tank Dress,$11.75,$15.67,Red,SKU: LZR18563-bwdf2-r,"""https://image.geeko.ltd/small/39afc1ec-fc2c-458b-b610-abd9861e9b0c-03108-pc"", ""https://image.geeko.ltd/small/39afc1ec-fc2c-458b-b610-abd9861e9b0c-03108-pc-sec"", ""https://image.geeko.ltd/small/39afc1ec-fc2c-458b-b610-abd9861e9b0c-03108-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Slit," 97%Polyester,3%Elastane", Round Neck," Sleeveless,Thick Strap", Maxi, Plain," Backless,Criss Cross,Tied Detail", Skinny, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
High Neck Zipper Design Casual Dress,,$18.18,,SKU: LZR18052-bwla2-ga,"""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc"", ""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc"", ""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc-sec"", ""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc-0"", ""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc-1"", ""https://image.geeko.ltd/small/4e494719-e629-40da-8900-45a7c7132d11-07227-pc-2""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Straight, 100%Polyester, High Neck, Long Sleeve, Mini, Plain, Zipper, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Ribbed Scoop Neck Sleeveless Tank Dress Bodycon Dress,$10.49,$13.99,Black,SKU: LZZ1505-bwvg2-bk,"""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc-sec"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc-0"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc-1"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc-2"", ""https://image.geeko.ltd/small/4c03ff43-cf6d-453c-831b-70870d67c938-15705-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Basics, Bodycon," 64%Polyester,27.5%Viscose,8.5%Elastane", Round Neck, Sleeveless, Mini, Plain, Others, Skinny, Daily, 1* Dress, High Stretch, No, Machine wash or professional dry clean,,,
Ribbed Scoop Neck Sleeveless Tank Dress Bodycon Dress,$10.49,$13.99,White,SKU: LZZ1505-bwvg2-w,"""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-sec"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-0"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-1"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-2"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-3"", ""https://image.geeko.ltd/small/c3ca9a0f-32c2-4497-8855-7c49286790d2-25918-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Basics, Bodycon," 64%Polyester,27.5%Viscose,8.5%Elastane", Round Neck, Sleeveless, Mini, Plain, Others, Skinny, Daily, 1* Dress, High Stretch, No, Machine wash or professional dry clean,,,
Ribbed Scoop Neck Sleeveless Tank Dress Bodycon Dress,$10.49,$13.99,Blue,SKU: LZZ1505-bwvg2-bl,"""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc-sec"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc-0"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc-1"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc-2"", ""https://image.geeko.ltd/small/40003d85-137f-4dd2-a558-21a8cbd4fcb7-65093-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Basics, Bodycon," 64%Polyester,27.5%Viscose,8.5%Elastane", Round Neck, Sleeveless, Mini, Plain, Others, Skinny, Daily, 1* Dress, High Stretch, No, Machine wash or professional dry clean,,,
Ribbed Scoop Neck Sleeveless Tank Dress Bodycon Dress,$10.49,$13.99,Army Green,SKU: LZZ1505-bwvg2-ag,"""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-sec"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-0"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-1"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-2"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-3"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-4"", ""https://image.geeko.ltd/small/e892caf7-6172-474b-9cf8-a7c701fd9874-09451-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Basics, Bodycon," 64%Polyester,27.5%Viscose,8.5%Elastane", Round Neck, Sleeveless, Mini, Plain, Others, Skinny, Daily, 1* Dress, High Stretch, No, Machine wash or professional dry clean,,,
Ribbed Scoop Neck Sleeveless Tank Dress Bodycon Dress,$10.49,$13.99,Light Yellow,SKU: LZZ1505-bwvg2-ly,"""https://image.geeko.ltd/small/139d00f4-73de-4efe-ae4e-84c4e3c7d1a5-22652-pc"", ""https://image.geeko.ltd/small/139d00f4-73de-4efe-ae4e-84c4e3c7d1a5-22652-pc"", ""https://image.geeko.ltd/small/139d00f4-73de-4efe-ae4e-84c4e3c7d1a5-22652-pc-sec"", ""https://image.geeko.ltd/small/139d00f4-73de-4efe-ae4e-84c4e3c7d1a5-22652-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Basics, Bodycon," 64%Polyester,27.5%Viscose,8.5%Elastane", Round Neck, Sleeveless, Mini, Plain, Others, Skinny, Daily, 1* Dress, High Stretch, No, Machine wash or professional dry clean,,,
Tie Dye Print Bodycon Dress,$7.63,$10.18,,SKU: YSK3697A5-bwdf2-mu,"""https://image.geeko.ltd/small/1e06636f-645e-4170-920e-011f95705db5-01439-pc"", ""https://image.geeko.ltd/small/1e06636f-645e-4170-920e-011f95705db5-01439-pc-sec"", ""https://image.geeko.ltd/small/1e06636f-645e-4170-920e-011f95705db5-01439-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Straight," 5%Elastane,95%Polyester", U-Neck, Spaghetti Strap, Midi, Tie Dye, Others, Skinny, Daily, 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Spaghetti Strap Contrast Lace Nightdress,$6.17,$8.23,,SKU: ODS2565-bwla2-bk,"""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc-sec"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc-0"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc-1"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc-2"", ""https://image.geeko.ltd/small/8f1a2de9-b7f9-49ca-b1f4-d5d661e2b540-26681-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Nightgown," 97%Polyester,3%Spandex", V-Neck, Spaghetti Strap, Mini, Plain, Contrast Lace, Regular, Home, 1*Nightdress,,,,,,
V-Neck Bell Sleeve Pleated Layered Dress,$15.11,$20.14,,SKU: LZR16065-bwla2-pi,"""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc-sec"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc-0"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc-1"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc-2"", ""https://image.geeko.ltd/small/1ece77fc-cc63-4ebd-a04d-52dc87b55271-14687-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Layered/Tiered, 100%Polyester, V-Neck," Bell Sleeve,Long Sleeve", Mini, Plain, Ruffles, Regular, Daily, 1* Dress, Non-Stretch, No, Machine wash or professional dry clean,,,
