Brand Name,Product Name,Product Price,Images,Product Details,Product Link
Dolce&Gabbana,DOLCE&GABBANA DG2324,$384.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG2324__02_8G__P21__shad__qt_34aed99b-bdfb-4a3d-be13-e319b9812bf4.jpg?v=1760703391&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG2324__02_8G__P21__shad__fr_2f7e4c96-13bd-4bd6-9cc7-8d2d13bf67d1.jpg?v=1760703391&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG2324__02_8G__P21__shad__lt_a6b81155-f9a7-433a-99be-f9a82ff9ad8c.jpg?v=1760703391&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg2324?variant=47922232525029
Dolce&Gabbana,DOLCE&GABBANA DG4512,$268.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4512__316387__P21__shad__qt_82a28934-ee9a-40a3-9778-7cd59e2a6891.jpg?v=1765798791&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4512__316387__P21__shad__fr_c05400e9-7f14-425b-a6d1-66ce70fff92a.jpg?v=1765798791&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4512__316387__P21__shad__cfr_6079a434-4e97-4b1a-b08d-aa3ee47baa57.jpg?v=1765798791&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4512?variant=47922274140389
Dolce&Gabbana,DOLCE&GABBANA DG4519,$349.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4519__501_87__P21__shad__qt_39195ee3-3419-48bb-a977-a120e04509cc.jpg?v=1760693419&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4519__501_87__P21__shad__fr_af0b2a1b-c212-41cb-9344-0e2575f48c6d.jpg?v=1760693420&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4519__501_87__P21__shad__lt_a13b875b-9fbe-44ba-9d50-e7af4e6b901a.jpg?v=1760693420&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4519?variant=47916368068837
Dolce&Gabbana,DOLCE&GABBANA DG4499,$349.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4499__501_87__P21__shad__qt_78617565-a058-44af-a13a-a6a84979b7fc.jpg?v=1750843182&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4499__501_87__P21__shad__fr_ab0028a0-3aa9-46ae-af99-029279933c98.jpg?v=1750843182&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4499__501_87__P21__shad__lt_2b53be31-851a-4d9d-b86c-72399bc42ed6.jpg?v=1750843182&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4499?variant=46854602948837
Dolce&Gabbana,DOLCE&GABBANA DG4520,$384.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4520__501_87__P21__shad__qt_75c69cf9-4a5e-45f1-ad1b-76ff274960ed.jpg?v=1760693421&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4520__501_87__P21__shad__fr_d98d4929-64fc-4179-9113-4994fc315a96.jpg?v=1760693421&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4520__501_87__P21__shad__lt_6eec199e-f61f-4c93-b039-31fad48770bc.jpg?v=1760693421&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4520?variant=47916367053029
Dolce&Gabbana,DOLCE&GABBANA DG4516,$314.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4516__3403_1__P21__shad__qt_8739611d-ed2a-4088-ab64-11be4c268f59.jpg?v=1760693421&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4516__3403_1__P21__shad__fr_f1f78158-0ea9-45b4-b2f0-4162eda8ac87.jpg?v=1760693421&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4516__3403_1__P21__shad__lt_2213ec04-3f22-4e0a-b1f0-87af26844806.jpg?v=1760693421&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4516?variant=47916364628197
Dolce&Gabbana,DOLCE&GABBANA DG4502,$352.00 ,"https://www.fashioneyewear.com/cdn/shop/files/0DG4502__501_87__P21__shad__qt_847c87b7-be2c-4e29-82c1-1cdfb3852875.jpg?v=1761035730&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4502__501_87__P21__shad__fr_bda01947-05e9-4557-8bb3-97e3c1288166.jpg?v=1761035730&width=2048,https://www.fashioneyewear.com/cdn/shop/files/0DG4502__501_87__P21__shad__lt_7c56cda5-d29d-4dd7-812c-0c7ae11c9cb9.jpg?v=1761035730&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4502?variant=46854600294629
Dolce&Gabbana,DOLCE&GABBANA DG6134,$216.00 ,"https://www.fashioneyewear.com/products/dolceandgabbana-dg6134?variant=42547244073189#,https://www.fashioneyewear.com/cdn/shop/products/0dg6134__325787_030a.jpg?v=1646129425&width=2048,https://www.fashioneyewear.com/cdn/shop/products/0dg6134__325787_000a.jpg?v=1646129425&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolceandgabbana-dg6134?variant=42547244073189
Dolce&Gabbana,DOLCE&GABBANA DG2285,$358.00 ,"https://www.fashioneyewear.com/products/dolce-gabbana-dg2285?variant=42859932614885#,https://www.fashioneyewear.com/cdn/shop/products/0DG2285__02_81_030A.jpg?v=1652442883&width=2048,https://www.fashioneyewear.com/cdn/shop/products/0DG2285__02_81_000A.jpg?v=1652442883&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg2285?variant=42859932614885
Dolce&Gabbana,DOLCE&GABBANA DG4403,$268.00 ,"https://www.fashioneyewear.com/products/dolce-gabbana-dg4403?variant=42859933073637#,https://www.fashioneyewear.com/cdn/shop/products/0DG4403__501_87_030A.jpg?v=1652443373&width=2048,https://www.fashioneyewear.com/cdn/shop/products/0DG4403__501_87_000A.jpg?v=1652443373&width=2048","• Authorised Dolce&Gabbana stockist
• Supplied with original Dolce&Gabbana case & cloth

Colour Code: 02/8G Gold/Grey Gradient
Frame Shape: Round
Material: Metal

Lens Width: 56 mm
Lens Height: 54 mm
Bridge Width: 18 mm
Arm Length: 145 mm",https://www.fashioneyewear.com/products/dolce-gabbana-dg4403?variant=42859933073637
